emp_no,last_name,first_name,gender,salary,to_date
49660,Chinin,Oscar,M,40000,1997-06-15
49667,Pashtan,Sakthirel,F,82598,9999-01-01
49594,Eiron,Morris,M,40000,9999-01-01
49599,Gente,Pradeep,M,81359,9999-01-01
49668,Braunschweig,Xuedong,M,61599,9999-01-01
49674,Haumacher,Yinlin,M,49005,2000-10-20
49617,Domenig,Mahmut,F,40000,9999-01-01
49619,Cools,Fumiyo,F,63421,9999-01-01
49624,Mitsuhashi,Falguni,M,40000,9999-01-01
49624,Mitsuhashi,Falguni,M,40000,2000-08-02
49675,Tchuente,Uri,M,80001,9999-01-01
49682,Murtha,Toshimori,M,56677,9999-01-01
49696,Bondorf,Sandeepan,M,60372,9999-01-01
49768,Nishimukai,Fusako,M,41008,1996-05-28
49768,Nishimukai,Fusako,M,41008,1996-04-03
49769,Polupanov,Zengping,M,40000,1987-04-26
49772,Cools,Navin,F,40000,9999-01-01
49699,Dulli,Lidong,M,40000,9999-01-01
49774,Zyda,Shigeaki,F,40000,9999-01-01
49707,Rindone,Tetsushi,F,66540,9999-01-01
49795,Vitiello,Marsha,M,54147,9999-01-01
49796,Rouquie,Edwin,M,51496,9999-01-01
49708,Jansch,Nagui,F,40000,9999-01-01
49806,Camarinopoulos,Barun,F,53929,9999-01-01
49811,Kavanagh,Toshiki,M,79435,9999-01-01
49813,Solares,Sigeru,M,52480,9999-01-01
49709,Roisin,Indrajit,M,48530,1997-10-21
49820,Besancenot,Christoph,F,40000,9999-01-01
49710,Herber,Goetz,M,40000,2002-07-19
49825,Matheson,Zeljko,F,55308,9999-01-01
49827,Barinka,Kazuhide,M,42509,1995-06-21
49827,Barinka,Kazuhide,M,42509,1994-01-18
49828,Gerteisen,Jianwen,F,40191,2000-11-17
49710,Herber,Goetz,M,40000,9999-01-01
49715,Lieblein,Shunichi,M,72581,9999-01-01
49732,Famili,Kellyn,M,43370,9999-01-01
49860,Rosin,Pintsang,F,41940,9999-01-01
49861,Zykh,Rosalyn,M,81990,9999-01-01
49869,Etalle,Sampalli,M,40000,9999-01-01
49753,Domenig,Barton,M,57745,1999-10-04
49893,Verhaegen,Mahendra,F,52644,9999-01-01
49894,Barvinok,Wilmer,F,40000,9999-01-01
49894,Barvinok,Wilmer,F,40000,1998-02-28
49900,Schonegge,Ramzi,F,40000,9999-01-01
49902,Hiroyama,Hairong,F,41303,1997-03-15
49902,Hiroyama,Hairong,F,41303,9999-01-01
49758,Callaway,Radoslaw,M,57572,9999-01-01
49766,Staylopatis,Anestis,M,53487,9999-01-01
50071,Baalen,Khue,M,80387,9999-01-01
50072,Schnabel,Vincent,M,69153,1991-10-22
49912,Swiss,Demos,F,63437,9999-01-01
49918,Maksimenko,Akeel,M,40000,9999-01-01
50075,Muntz,Shaz,M,40000,2000-11-05
49920,Babu,Dekang,F,53888,9999-01-01
49930,Conte,Girolamo,M,73438,9999-01-01
50075,Muntz,Shaz,M,40000,9999-01-01
49934,Ramalingam,Marsja,F,40000,9999-01-01
49937,Thibadeau,Shawna,F,40818,9999-01-01
49940,Wallrath,Anyuan,M,50017,9999-01-01
50080,Argence,Mary,F,61737,9999-01-01
49942,Hartvigsen,Eric,M,44180,9999-01-01
49954,Scharstein,Taizo,F,61159,9999-01-01
50083,Waymire,Patricio,F,75638,9999-01-01
49971,Mandelberg,Oddvar,F,45342,9999-01-01
50093,Improta,Irene,M,40530,9999-01-01
50102,Boudaillier,Adib,F,40000,9999-01-01
50103,Verspoor,Randy,F,62346,1988-08-24
50111,Rosin,Angel,M,40000,9999-01-01
50126,Brendel,Terresa,M,40000,9999-01-01
50135,Hebert,Clyde,M,69271,1998-12-11
49992,Dayana,Marsha,M,46485,9999-01-01
49994,Ramamoorthy,Dhritiman,M,43953,9999-01-01
50002,Gecsel,Dannz,M,83259,9999-01-01
50006,Yeung,Charmane,M,43309,9999-01-01
50135,Hebert,Clyde,M,69271,1997-01-31
50012,Lammel,Danel,F,45465,1996-06-10
50016,Serna,Weicheng,M,43292,9999-01-01
50019,Neiman,Aloke,M,54307,9999-01-01
50145,Peyn,Angel,F,40000,9999-01-01
50034,Muhling,Jixiang,M,40000,9999-01-01
50041,Denny,Tze,M,41012,9999-01-01
50163,Ruther,Arlette,F,40000,9999-01-01
50046,Lyonns,Jiakeng,M,61109,1998-07-19
50048,Lindqvist,Indrajit,F,43392,9999-01-01
50182,Kossowski,Unal,F,40000,9999-01-01
50198,Fortenbacher,Prasadram,F,52127,9999-01-01
50344,Qiwen,Xiping,M,71860,9999-01-01
50199,Schreiter,Yishai,M,40000,9999-01-01
50348,Binkley,Genevieve,M,49758,9999-01-01
50204,Beutelspacher,Mayuko,F,95855,2001-11-19
50204,Beutelspacher,Mayuko,F,95855,9999-01-01
50207,Huxford,Feiyu,F,87965,9999-01-01
50218,Baer,Boguslaw,M,60903,9999-01-01
50220,Kusalik,Xiaoqiu,M,76339,1999-07-04
50234,Felder,Abdelkader,M,40000,9999-01-01
50236,Cangellaris,Zhenbing,M,40000,9999-01-01
50241,Melichar,Gor,M,46883,9999-01-01
50246,Gils,Masako,F,40000,2000-04-18
50251,Markovitch,Anoosh,F,51230,2002-01-15
50257,Pezzoli,Shigeichiro,M,67150,9999-01-01
50268,Borovoy,Danil,M,46856,9999-01-01
50274,Boudaillier,Horward,F,97022,9999-01-01
50275,Ohori,Cordelia,F,47111,9999-01-01
50351,Fordan,Shahaf,M,52431,9999-01-01
50285,Bernardeschi,Utz,M,81384,9999-01-01
50287,Mapelli,Ortrun,M,40000,9999-01-01
50294,Cronan,Arto,M,67191,9999-01-01
50356,Knightly,Guoxiang,M,76936,9999-01-01
50302,Simmel,Golgen,F,51499,9999-01-01
50309,Rodite,Mostafa,M,40000,9999-01-01
50318,Beerel,Remco,F,40083,9999-01-01
50361,Chenoweth,Sven,M,41001,9999-01-01
50322,Larfeldt,Perla,M,40000,9999-01-01
50324,Taubenfeld,Geraldo,F,40000,9999-01-01
50369,Gils,Shmuel,F,91209,9999-01-01
50375,Kampfer,Tiina,M,59355,2000-09-03
50377,Lipner,Charlene,M,71990,9999-01-01
50380,Schusler,Gino,F,41161,9999-01-01
50478,Benzmuller,Leni,F,98084,9999-01-01
50479,Ramsey,Mitsuyuki,F,65019,1996-07-07
50479,Ramsey,Mitsuyuki,F,65019,9999-01-01
50382,Brendel,Shao,F,65907,1997-05-21
50382,Brendel,Shao,F,65907,1991-11-04
50491,Shokrollahi,Garnik,M,40000,9999-01-01
50393,Marzano,Lunjin,F,55848,9999-01-01
50503,Kading,Elvia,F,57306,9999-01-01
50395,Garigliano,Bedir,M,40000,9999-01-01
50512,Shimshoni,Yolla,F,40000,9999-01-01
50513,Antonisse,Gritta,M,68513,9999-01-01
50517,Snedden,Weidon,M,94684,9999-01-01
50522,Babu,Hongzhu,F,49791,9999-01-01
50414,Belinskaya,Alois,F,40000,9999-01-01
50537,Lores,Kristin,M,42767,1998-08-18
50553,Zschoche,Erzsebet,F,64679,9999-01-01
50437,Beilner,Maha,M,40000,9999-01-01
50578,Merle,Satosi,M,53918,9999-01-01
50585,Setlzner,Dhritiman,F,51994,9999-01-01
50441,Braunschweig,Mahmut,F,46991,9999-01-01
50588,Swan,Ghassan,M,82676,9999-01-01
50590,Calkin,Leucio,F,40000,9999-01-01
50594,Gulik,Mohit,M,64471,1989-12-21
50444,Terwilliger,Odysseas,M,55545,9999-01-01
50605,Crooks,Jaihie,F,40862,9999-01-01
50607,Felcyn,Brendon,M,40000,1993-12-18
50610,Nyanchama,Kazuhira,M,65206,9999-01-01
50610,Nyanchama,Kazuhira,M,65206,1994-11-29
50446,Denti,Eberhardt,F,41969,2002-01-25
50613,Baig,Hidde,M,41578,1998-04-04
50449,Alvarado,Jagoda,F,75644,9999-01-01
50455,Anguita,Munir,F,46161,9999-01-01
50456,Eastman,Alain,F,46952,9999-01-01
50469,Hinsberger,Berhard,M,40000,9999-01-01
50630,Baar,Sachem,F,59431,1990-01-24
50475,Hennebert,Paris,M,49456,9999-01-01
50639,Kruskal,Fumiko,M,40000,9999-01-01
50649,Rijsenbrij,Chenxi,M,60684,9999-01-01
50649,Rijsenbrij,Chenxi,M,60684,1996-01-26
50790,Serdy,Hugo,M,58147,9999-01-01
50659,Setia,Yuriy,F,40000,1999-04-14
50672,Greenaway,Shen,M,40000,9999-01-01
50677,Perfilyeva,Fei,M,82450,1986-09-07
50677,Perfilyeva,Fei,M,82450,1986-04-10
50678,Chepyzhov,Udaiprakash,M,71576,9999-01-01
50694,Middleton,Sadun,F,83441,9999-01-01
50707,Coney,Uno,M,46266,9999-01-01
50733,Nivat,Hironoby,F,40000,1994-11-16
50805,Lenart,Xumin,F,79887,9999-01-01
50736,Douceur,Ulf,M,40000,9999-01-01
50739,Guenter,Kiyomitsu,F,48998,9999-01-01
50750,DasSarma,Kristen,F,40000,9999-01-01
50758,Isard,Mara,M,74807,9999-01-01
50807,Conde,Muneo,F,42635,9999-01-01
50814,Daescu,Aamer,M,49220,9999-01-01
50816,Edelhoff,Rosalie,F,50543,1994-05-29
50824,Hoogerwoord,Dipayan,M,40000,1991-10-22
50906,Ibel,Djenana,M,50513,1987-10-05
50906,Ibel,Djenana,M,50513,9999-01-01
50828,Henders,Fumiyo,F,40000,9999-01-01
50916,Kossowski,Yuping,M,59064,9999-01-01
50838,Skogmar,Adil,F,45211,9999-01-01
50933,Speer,Kazuhiro,M,40000,1999-07-10
50843,Aumann,Uno,F,42886,9999-01-01
50950,Rande,Jolita,F,45904,9999-01-01
50952,Rathonyi,Abdulah,M,71063,2000-04-11
50953,Fiebach,Adhemar,M,65699,9999-01-01
50954,Nations,Yishay,F,48555,9999-01-01
50957,Ullian,Ipke,F,49676,9999-01-01
50844,Pocchiola,Kousuke,F,79774,1999-08-21
50973,Krohm,Udi,F,64920,9999-01-01
50856,Melter,Hironoby,M,40000,9999-01-01
50974,Narahara,Yoshimitsu,M,48111,1988-10-11
50974,Narahara,Yoshimitsu,M,48111,9999-01-01
50983,Grandbois,Hironobu,M,75039,9999-01-01
50985,Krichel,Mototsugu,M,75756,9999-01-01
50857,Schmiedel,Houman,F,55339,9999-01-01
50995,Bala,Ugo,M,66888,9999-01-01
50997,Karunanithi,Arco,M,40000,1996-11-10
50878,Ratnaker,Anneke,M,47217,1997-10-07
51035,Standera,Gina,F,40000,9999-01-01
50881,Itzfeldt,Ravishankar,M,53469,9999-01-01
51039,Penz,Dekang,M,40000,9999-01-01
50883,Gyorkos,Kiyotoshi,F,48146,9999-01-01
50891,Suermann,Guenter,F,40000,9999-01-01
50893,Garrabrants,Tayeb,M,65063,9999-01-01
50895,Bolsens,Stein,M,40000,9999-01-01
50899,Gadepally,Pintsang,M,69445,9999-01-01
51056,Spell,Kitty,M,40000,1993-01-15
51062,Narlikar,Werner,F,99131,9999-01-01
51078,Leuchs,Maia,M,40000,9999-01-01
51081,Blokdijk,Masadi,F,59698,9999-01-01
51082,Kobara,Patricio,F,47222,9999-01-01
51086,Rosch,Mohit,M,48047,1989-11-02
51088,Rathonyi,Adin,M,59934,9999-01-01
51190,Zedlitz,Sivanarayana,F,50358,9999-01-01
51092,Underwood,Mountaz,M,57372,1996-06-12
51194,Schach,Freyja,M,43263,9999-01-01
51201,Suomi,Byong,F,66354,9999-01-01
51208,Walstra,Arvin,M,64921,9999-01-01
51113,Camurati,Evgueni,F,40000,9999-01-01
51218,Frijda,Shir,F,40000,9999-01-01
51219,Ernst,Niclas,F,49267,9999-01-01
51225,Jullig,Hironoby,M,59243,2001-01-26
51234,Axelband,Berna,M,61536,9999-01-01
51250,Alpay,Leah,F,49618,9999-01-01
51263,Pearson,Arnould,M,52079,9999-01-01
51269,Schmittgen,Sangeeta,F,55277,9999-01-01
51285,Itschner,Zhiwei,M,40000,9999-01-01
51294,Pell,Tetsushi,F,52607,9999-01-01
51299,McClure,Demos,F,63026,9999-01-01
51307,Parascandalo,Xiping,M,101332,9999-01-01
51311,Fujisaki,Guadalupe,F,56793,1993-02-12
51311,Fujisaki,Guadalupe,F,56793,9999-01-01
51313,Francisci,Alois,M,46459,9999-01-01
51323,Stanger,Yannis,F,77063,9999-01-01
51331,Pusterhofer,Jackson,M,61438,9999-01-01
51121,Bierbaum,Debaprosad,M,40745,9999-01-01
51333,Whittlesey,Shichao,M,40020,9999-01-01
51336,Pepe,Rosli,F,80848,9999-01-01
51347,Randi,Hiroyasu,F,40000,9999-01-01
51351,Perko,Pasqua,M,61531,9999-01-01
51351,Perko,Pasqua,M,61531,1993-03-22
51126,Zirintsis,Gully,F,65520,9999-01-01
51363,Sundgren,Georgy,M,61721,9999-01-01
51148,Lubachevsky,Lucian,F,79534,9999-01-01
51381,Huhdanpaa,Sadok,F,60074,9999-01-01
51387,Coombs,Armond,M,40000,1998-05-27
51400,Luca,KayLiang,M,90813,1989-09-04
51400,Luca,KayLiang,M,90813,9999-01-01
51402,Kuhnemann,Vasiliy,M,40000,9999-01-01
51149,Rajcani,Gilbert,M,40000,9999-01-01
51404,Desikan,Lalit,F,40000,9999-01-01
51412,Shumilov,Atreye,F,76157,9999-01-01
51413,Willoner,Changho,M,41754,9999-01-01
51150,Ferriere,Mona,M,73391,9999-01-01
51414,Improta,Mohammed,M,63972,9999-01-01
51417,Serov,Troy,M,40649,1994-10-09
51163,Strehl,Bilhanan,M,78095,1999-09-28
51427,Thebaut,Aria,F,56977,1995-07-21
51429,Saoudi,Yannis,M,40000,9999-01-01
51431,Merro,Debaprosad,F,84864,9999-01-01
51438,Bernatsky,Alagu,M,56119,9999-01-01
51165,Anily,Kazuyasu,M,40000,9999-01-01
51446,Uehara,Byong,M,40000,9999-01-01
51446,Uehara,Byong,M,40000,1992-09-10
51166,Ginesta,Xiaobin,M,61207,9999-01-01
51455,Schnabel,Jinpo,F,78373,9999-01-01
51455,Schnabel,Jinpo,F,78373,1993-12-15
51175,Lorho,Mark,M,73379,9999-01-01
51177,Birsak,Hironoby,M,51243,9999-01-01
51616,Rassart,Rafail,M,48640,9999-01-01
51476,Gerlach,True,M,73508,9999-01-01
51478,Markovitch,Khaled,F,65695,9999-01-01
51481,Wilfing,Satoru,F,75376,9999-01-01
51487,Cools,Masadi,F,86460,1997-08-01
51619,Birke,Kensei,F,48804,9999-01-01
51493,Birsak,Lene,F,49761,1997-12-20
51493,Birsak,Lene,F,49761,2002-05-17
51622,Casperson,Deniz,M,59715,1992-11-04
51501,Range,Mikhail,M,40000,9999-01-01
51501,Range,Mikhail,M,40000,1998-02-23
51622,Casperson,Deniz,M,59715,9999-01-01
51503,Famili,Dietrich,F,40000,9999-01-01
51507,Gubsky,Khalid,M,75929,9999-01-01
51639,Czap,Abdelaziz,M,97345,1994-09-24
51520,Bierman,Goh,M,67629,9999-01-01
51521,Gustavson,Chinhyun,F,43763,9999-01-01
51526,Rassart,Debaprosad,M,64195,9999-01-01
51639,Czap,Abdelaziz,M,97345,9999-01-01
51541,Boudaillier,Zito,F,40000,9999-01-01
51640,Munro,Remco,F,65162,2000-01-07
51548,Rahimi,Freyja,M,40000,9999-01-01
51645,Stassinopoulos,Berto,M,48041,9999-01-01
51561,Docker,Marsha,F,40000,9999-01-01
51646,Hellwagner,Maren,M,40000,9999-01-01
51651,Kaiserswerth,Valdiodio,M,62005,9999-01-01
51571,Jervis,Yuichiro,F,46866,9999-01-01
51573,Merlo,Marl,M,80864,1991-06-09
51573,Merlo,Marl,M,80864,1987-01-23
51574,Rouquie,Manohar,M,50204,9999-01-01
51662,Varman,Shir,M,53867,9999-01-01
51580,Syang,Oscar,F,40000,9999-01-01
51590,Sudbeck,Ung,M,78223,9999-01-01
51667,Bael,Ghassan,F,40000,1998-07-23
51593,Pardalos,Masasuke,F,40000,2001-04-04
51593,Pardalos,Masasuke,F,40000,9999-01-01
51596,Zyda,Kazunori,M,40000,1997-05-03
51597,Mungall,Shuky,M,46786,9999-01-01
51602,Antonakopoulos,Edwin,M,70048,9999-01-01
51668,Pardalos,Luise,M,42984,1988-04-10
51668,Pardalos,Luise,M,42984,1995-11-13
51611,Encarnacion,Takushi,F,40000,9999-01-01
51669,Kalefeld,Tesuya,F,40000,2000-11-04
51681,Petereit,Ulises,M,40000,9999-01-01
51686,Rosay,Luigi,F,40000,9999-01-01
51688,Comte,Jovan,F,41763,9999-01-01
51759,Sherertz,Sarita,M,40430,9999-01-01
51688,Comte,Jovan,F,41763,1997-11-03
51772,Hofmeyr,Tristan,M,40000,2002-05-27
51772,Hofmeyr,Tristan,M,40000,1997-12-17
51690,Norsworthy,Xiping,M,84420,9999-01-01
51781,Murtagh,Mandell,M,40000,9999-01-01
51788,Chleq,Uzi,F,40000,9999-01-01
51691,Lagarias,Fumiya,F,60477,9999-01-01
51791,Kroft,Marjo,F,49998,9999-01-01
51792,Merkl,Aral,M,77399,1999-05-22
51798,Perin,Oddvar,M,70875,2001-07-17
51694,Taubman,Mohamadou,M,53242,9999-01-01
51806,Tasistro,Fumitake,M,80455,9999-01-01
51812,Yoshizawa,Marit,M,40000,9999-01-01
51724,Kolvik,Xiong,M,73463,9999-01-01
51818,Weedman,Boriana,M,46097,9999-01-01
51821,Redmiles,Koldo,M,48861,1993-12-30
51838,Woycyznski,Akemi,M,40000,9999-01-01
51838,Woycyznski,Akemi,M,40000,1998-03-12
51840,Gimbel,Leucio,M,68598,9999-01-01
51736,Valiente,Shigehiro,F,44781,9999-01-01
51863,Bennis,Idoia,M,47118,9999-01-01
51867,Jansch,Shahaf,M,40000,1996-07-19
51867,Jansch,Shahaf,M,40000,9999-01-01
51877,Picaronny,Golgen,M,40953,9999-01-01
51878,Braunmuhl,Goh,M,40883,2002-03-06
51738,Norsworthy,Guenter,M,45305,9999-01-01
51896,Gornas,Theron,M,40000,1994-12-01
51898,Luca,Mandell,M,41606,9999-01-01
51909,Honglei,Baocai,F,71607,9999-01-01
51910,Chenoweth,Rosli,M,53432,9999-01-01
51916,Yetim,Jingling,M,65637,9999-01-01
51919,Duclos,Mizuhito,M,42276,2000-02-11
51943,Arlazarov,Gal,M,58283,9999-01-01
52054,Rubsam,Margo,M,70676,2001-12-19
51949,Rosti,Pranav,M,50734,9999-01-01
51969,Bharadwaj,Barna,M,42237,9999-01-01
51980,Kabayashi,Feixiong,M,76121,1994-12-09
51994,Pluym,Shigehito,M,86798,9999-01-01
51995,Roccetti,Zhongwei,M,93409,9999-01-01
52001,Varman,Irene,M,40000,9999-01-01
52002,Stamatiou,Parviz,F,51639,9999-01-01
52008,Noriega,Sachio,F,50581,9999-01-01
52015,Raoux,Zeljko,M,40741,9999-01-01
52185,Luders,Zvonko,F,40000,2001-09-26
52196,Choobineh,Francesca,F,48536,9999-01-01
52207,Sifakis,Alenka,M,46277,9999-01-01
52216,Albarhamtoshy,Mang,M,69805,1992-03-04
52217,Henseler,Spyrose,F,40000,9999-01-01
52228,Meszaros,Heng,M,54416,9999-01-01
52230,Stavenow,Leah,M,59257,9999-01-01
52241,Porenta,Irene,F,66258,1989-06-25
52248,Peek,Masaki,F,40000,9999-01-01
52252,Bade,Moty,F,64287,9999-01-01
52252,Bade,Moty,F,64287,1999-01-19
52255,Michaels,Masamitsu,M,40000,9999-01-01
52257,Fiutem,Anneke,M,65048,1998-01-27
52058,Rassart,Jessie,F,40000,9999-01-01
52271,Schaft,Nikolaus,M,71369,9999-01-01
52063,Lunt,Ferdinand,M,40000,9999-01-01
52291,Erva,Kshitij,M,71789,9999-01-01
52299,Baranowski,Shin,M,63020,9999-01-01
52066,Bojadziev,Xiong,M,54319,9999-01-01
52307,Suri,Michaela,M,62282,9999-01-01
52310,Flexer,Yongmin,M,90318,9999-01-01
52314,Nittel,Hsiangchu,M,66631,1998-05-11
52315,Ozery,Hilari,M,40000,9999-01-01
52315,Ozery,Hilari,M,40000,1988-08-25
52069,Krohm,Conrado,F,57834,9999-01-01
52071,Milicic,Xianlong,M,84726,9999-01-01
52071,Milicic,Xianlong,M,84726,1996-06-30
52086,Picco,JoAnna,M,51729,2001-04-16
52092,Ozeri,Fai,F,40000,1998-03-04
52342,Karcich,Niranjan,F,73705,9999-01-01
52343,Escriba,Zhaofang,F,40000,1991-05-04
52348,Radwan,Junsik,F,65055,9999-01-01
52355,Merkl,Arto,F,40000,9999-01-01
52356,Swist,Kazuhira,F,50250,9999-01-01
52094,Pluym,Kensei,M,59218,1999-04-18
52369,Sewelson,Manohar,F,64693,9999-01-01
52373,McClurg,Mircea,M,40000,9999-01-01
52095,Dayang,Hein,M,54221,9999-01-01
52098,Delaune,Martine,M,65970,9999-01-01
52391,Varker,Horward,F,40000,9999-01-01
52396,Paludetto,Ulf,M,57947,9999-01-01
52397,Swen,Huai,F,48283,9999-01-01
52108,Reinhart,Anestis,M,55719,9999-01-01
52411,Alpin,Elvis,M,40978,9999-01-01
52412,Thombley,Gen,F,60566,9999-01-01
52413,Brobst,Qiwen,M,75404,1991-07-19
52413,Brobst,Qiwen,M,75404,9999-01-01
52417,Rahimi,Eran,F,56389,9999-01-01
52420,Pramanik,Badri,F,58185,9999-01-01
52113,Hiroyama,Feixiong,M,81095,9999-01-01
52117,Lipner,Neven,F,58904,9999-01-01
52454,Peyn,Marco,M,40000,9999-01-01
52457,Shobatake,Larisa,F,50767,2001-05-10
52465,Ramsay,Gift,M,51258,9999-01-01
52130,Besselaar,Kwangho,F,49600,9999-01-01
52131,Collette,Tonny,M,56874,9999-01-01
52133,Kalefeld,Weiru,M,54200,1989-05-05
52472,Shiratori,Fumiyo,M,65630,1999-09-03
52475,Khamsi,Augustine,F,48960,9999-01-01
52483,Boyle,Kazuhira,M,40000,9999-01-01
52144,Hoogerwoord,Gad,M,49259,9999-01-01
52487,Shackel,Candido,F,65998,1993-03-26
52149,Broomell,Greger,M,40000,9999-01-01
52511,Luca,Zhanqiu,M,90236,9999-01-01
52518,Landherr,Lobel,M,40000,2002-03-08
52167,Copas,Bernd,M,40000,9999-01-01
52530,Siochi,Sumali,M,51014,2001-03-17
52531,Basart,Khosrow,F,43156,9999-01-01
52539,Huttel,Shigeu,M,67249,9999-01-01
52548,Ritzmann,Mario,M,54307,9999-01-01
52173,Papadias,Masato,F,40000,9999-01-01
52557,Kalsbeek,Aruna,M,58610,9999-01-01
52564,Chenoweth,Shuky,F,40000,9999-01-01
52175,Cronan,Oldrich,M,53314,1996-11-28
52579,Auria,Hironoby,M,44967,9999-01-01
52579,Auria,Hironoby,M,44967,1991-03-18
52175,Cronan,Oldrich,M,53314,9999-01-01
52584,Osgood,Szabolcs,M,70989,9999-01-01
52610,Tsukuda,Akhilish,M,43766,9999-01-01
52593,Lichtman,Shridhar,M,68633,9999-01-01
52598,Marciano,Lobel,M,40000,9999-01-01
52602,Coors,Giao,F,64799,1999-10-19
52611,Gente,Supot,F,69682,1998-01-17
52752,Rajcani,Barna,M,61326,9999-01-01
52752,Rajcani,Barna,M,61326,1994-12-09
52633,Hasham,Diederik,M,64715,9999-01-01
52758,Shanbhogue,Nahid,M,40000,2000-06-08
52761,Delgrossi,Toshimori,M,40000,9999-01-01
52773,Rissland,Shounak,F,89204,9999-01-01
52773,Rissland,Shounak,F,89204,1993-03-21
52644,Picci,Geoffrey,M,53574,9999-01-01
52666,Holburn,Duri,F,45920,2001-02-18
52809,Kalorkoti,Tesuro,M,50719,1990-01-17
52812,Fujisawa,Jaber,F,83882,9999-01-01
52815,Makrucki,Djenana,F,49163,2000-02-11
52815,Makrucki,Djenana,F,49163,9999-01-01
52827,Deverell,Kasidit,M,75385,2001-05-21
52830,Peron,Kitty,F,51210,9999-01-01
52842,Murtafg,Ohad,M,40000,9999-01-01
52667,McConalogue,Pranav,M,63870,9999-01-01
52851,Billawala,Gita,F,47754,9999-01-01
52856,Speel,Kazuhide,M,46133,9999-01-01
52857,Rabehasaina,Van,F,40000,9999-01-01
52671,Sommer,Gay,M,65602,9999-01-01
52867,Lindenbaum,Yishay,M,77395,9999-01-01
52676,Melton,Baruch,F,50832,9999-01-01
52879,Ecklund,Premsyl,F,40000,1999-03-21
52682,Crooks,Valdiodio,F,59648,9999-01-01
52695,Borstler,Sahrah,F,40000,9999-01-01
52698,Mersereau,Magdalena,F,42017,9999-01-01
52897,Isaac,Arnd,F,40000,9999-01-01
52700,Ranze,Shin,M,41573,9999-01-01
52916,Schusler,Paris,F,63229,9999-01-01
52703,Sidje,Gian,F,41787,9999-01-01
52932,Lorin,Carrsten,F,62236,9999-01-01
52933,Uludag,Gurbir,M,57801,9999-01-01
52712,Giveon,Boaz,F,42070,9999-01-01
52944,Yavatkar,Gunilla,M,63231,2001-12-23
52951,Solares,Hauke,M,67342,9999-01-01
52952,Solovay,Shaw,F,44414,1993-02-19
52726,Tagansky,Samphel,M,69870,2000-04-06
52961,Niizuma,Arun,M,42981,9999-01-01
52962,Cappelli,Hein,M,63817,9999-01-01
52964,Grandbois,Dmitri,M,43515,9999-01-01
52964,Grandbois,Dmitri,M,43515,1996-04-20
52965,Steinauer,Itzchak,F,47232,9999-01-01
52976,Binding,Alejandra,M,40000,9999-01-01
52981,Hutton,Howell,M,42119,9999-01-01
52986,Beznosov,Ugo,F,70532,9999-01-01
52993,Ritcey,Naftaly,F,79472,1990-07-13
52727,Facello,Steve,M,49070,9999-01-01
53006,Felder,Irena,M,57854,1994-02-04
53012,Muchinsky,Yongdong,F,74553,9999-01-01
53024,Denti,Luisa,M,43377,1988-01-25
53030,Farrag,Aram,M,80737,1988-08-24
53048,Kropatsch,Elrique,M,63509,1997-12-01
53057,Reeken,Moss,F,56784,9999-01-01
53059,Impagliazzo,Sachin,F,54775,9999-01-01
53064,Heusch,Mingsen,M,54821,9999-01-01
53064,Heusch,Mingsen,M,54821,1991-02-19
53079,Maierhofer,Nirmal,M,58193,9999-01-01
53080,Lamma,Yunming,M,40000,9999-01-01
53083,Schaap,Jinya,M,54213,9999-01-01
53090,Furedi,Kazuhisa,M,61937,9999-01-01
53092,England,Tetsushi,M,81343,9999-01-01
53092,England,Tetsushi,M,81343,1993-08-25
52733,Atrawala,Supot,M,62659,1996-10-18
53103,Molenkamp,Nechama,F,60801,9999-01-01
53106,Casperson,Shugo,M,53756,2001-04-28
52733,Atrawala,Supot,M,62659,9999-01-01
52746,Neimat,Ingmar,M,80170,9999-01-01
53130,Poupard,Anestis,M,71330,9999-01-01
53134,Fasbender,Shahid,M,77478,9999-01-01
53138,Schaaf,Parke,M,40000,9999-01-01
53140,Swick,Xiong,M,52329,2001-02-17
53177,Sichman,Vugranam,M,40000,9999-01-01
53145,Reistad,Tsutomu,F,69251,9999-01-01
53146,Rosay,Guenter,M,61045,9999-01-01
53150,Kakkad,Kiyotoshi,F,40000,9999-01-01
53154,Akazan,Chaosheng,M,40000,9999-01-01
53157,Birge,Weiye,M,49549,2002-07-22
53157,Birge,Weiye,M,49549,9999-01-01
53159,Cherinka,Jaewon,M,60440,9999-01-01
53160,Rossi,Susumu,F,40000,9999-01-01
53162,Bamford,Marke,F,47988,9999-01-01
53165,Feldmann,Woody,M,40000,9999-01-01
53171,Werthner,Uta,F,51514,1991-04-19
53178,Melichar,Franziska,M,41040,9999-01-01
53186,Penn,Martien,F,54299,9999-01-01
53323,Bazelow,Jaewoo,F,40000,1997-05-11
53324,Speckmann,Vincent,M,40000,9999-01-01
53328,Swan,Terresa,M,40000,9999-01-01
53189,Schreiter,JoAnna,M,52189,1997-05-19
53334,Papadias,Xinan,F,40000,1995-09-21
53192,Savasere,Menkae,F,43096,1993-03-13
53353,Sudkamp,Srinidhi,M,51855,9999-01-01
53358,Peac,Pasqua,M,44851,9999-01-01
53194,Unno,Lorien,M,40000,9999-01-01
53363,Kushner,Gopalakrishnan,M,40000,2000-07-28
53363,Kushner,Gopalakrishnan,M,40000,1999-05-13
53367,Parveen,Samphel,F,69828,9999-01-01
